Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_Metadata_isSaturated,Image_Metadata_isBlurry
24666,a01,1,0,0
24666,a01,2,0,0
24666,a01,3,0,0
24666,a01,4,0,0
24666,a01,5,0,0
24666,a01,6,0,0
24666,a02,1,0,0
24666,a02,2,0,0
24666,a02,3,0,0
24666,a02,4,0,0
24666,a02,5,0,0
24666,a02,6,0,0
24666,a03,1,0,0
24666,a03,2,0,0
24666,a03,3,0,0
24666,a03,4,0,0
24666,a03,5,0,0
24666,a03,6,0,0
24666,a04,1,0,0
24666,a04,2,0,0
24666,a04,3,0,0
24666,a04,4,0,0
24666,a04,5,0,0
24666,a04,6,0,0
24666,a05,1,0,0
24666,a05,2,0,0
24666,a05,3,0,0
24666,a05,4,0,0
24666,a05,5,0,0
24666,a05,6,0,0
24666,a06,1,0,0
24666,a06,2,0,0
24666,a06,3,0,0
24666,a06,4,0,0
24666,a06,5,0,0
24666,a06,6,0,0
24666,a07,1,0,0
24666,a07,2,0,0
24666,a07,3,0,0
24666,a07,4,0,0
24666,a07,5,0,0
24666,a07,6,0,0
24666,a08,1,0,0
24666,a08,2,0,0
24666,a08,3,0,0
24666,a08,4,0,0
24666,a08,5,0,0
24666,a08,6,0,0
24666,a09,1,0,0
24666,a09,2,0,0
24666,a09,3,0,0
24666,a09,4,0,0
24666,a09,5,0,0
24666,a09,6,0,0
24666,a10,1,0,0
24666,a10,2,0,0
24666,a10,3,0,0
24666,a10,4,0,0
24666,a10,5,0,0
24666,a10,6,0,0
24666,a11,1,0,0
24666,a11,2,0,0
24666,a11,3,0,0
24666,a11,4,0,0
24666,a11,5,0,0
24666,a11,6,0,0
24666,a12,1,0,0
24666,a12,2,1,0
24666,a12,3,0,0
24666,a12,4,0,0
24666,a12,5,1,0
24666,a12,6,0,0
24666,a13,1,0,0
24666,a13,2,0,0
24666,a13,3,0,0
24666,a13,4,0,0
24666,a13,5,0,0
24666,a13,6,0,0
24666,a14,1,0,0
24666,a14,2,0,0
24666,a14,3,0,0
24666,a14,4,0,0
24666,a14,5,0,0
24666,a14,6,0,0
24666,a15,1,0,0
24666,a15,2,0,0
24666,a15,3,0,0
24666,a15,4,0,0
24666,a15,5,0,0
24666,a15,6,0,0
24666,a16,1,0,0
24666,a16,2,0,0
24666,a16,3,0,0
24666,a16,4,0,0
24666,a16,5,0,0
24666,a16,6,0,0
24666,a17,1,0,0
24666,a17,2,0,0
24666,a17,3,0,0
24666,a17,4,0,0
24666,a17,5,0,0
24666,a17,6,0,0
24666,a18,1,0,0
24666,a18,2,0,0
24666,a18,3,0,0
24666,a18,4,0,0
24666,a18,5,0,0
24666,a18,6,0,0
24666,a19,1,0,0
24666,a19,2,0,0
24666,a19,3,0,0
24666,a19,4,0,0
24666,a19,5,0,0
24666,a19,6,0,0
24666,a20,1,0,0
24666,a20,2,0,0
24666,a20,3,0,0
24666,a20,4,0,0
24666,a20,5,0,0
24666,a20,6,0,0
24666,a21,1,0,0
24666,a21,2,0,0
24666,a21,3,0,0
24666,a21,4,0,0
24666,a21,5,0,0
24666,a21,6,0,0
24666,a22,1,0,0
24666,a22,2,0,0
24666,a22,3,0,0
24666,a22,4,0,0
24666,a22,5,0,0
24666,a22,6,0,0
24666,a23,1,0,0
24666,a23,2,0,0
24666,a23,3,0,0
24666,a23,4,0,0
24666,a23,5,0,0
24666,a23,6,0,0
24666,a24,1,0,0
24666,a24,2,0,0
24666,a24,3,0,0
24666,a24,4,0,0
24666,a24,5,0,0
24666,a24,6,0,0
24666,b01,1,0,0
24666,b01,2,0,0
24666,b01,3,0,0
24666,b01,4,0,0
24666,b01,5,0,0
24666,b01,6,0,0
24666,b02,1,0,0
24666,b02,2,0,0
24666,b02,3,0,0
24666,b02,4,0,0
24666,b02,5,0,0
24666,b02,6,0,0
24666,b03,1,0,0
24666,b03,2,0,0
24666,b03,3,0,0
24666,b03,4,0,0
24666,b03,5,0,0
24666,b03,6,0,0
24666,b04,1,0,0
24666,b04,2,0,0
24666,b04,3,0,0
24666,b04,4,0,0
24666,b04,5,0,0
24666,b04,6,0,0
24666,b05,1,0,0
24666,b05,2,0,0
24666,b05,3,0,0
24666,b05,4,0,0
24666,b05,5,0,0
24666,b05,6,0,0
24666,b06,1,0,0
24666,b06,2,0,0
24666,b06,3,0,0
24666,b06,4,0,0
24666,b06,5,0,0
24666,b06,6,0,0
24666,b07,1,0,0
24666,b07,2,0,0
24666,b07,3,0,0
24666,b07,4,0,0
24666,b07,5,0,0
24666,b07,6,0,0
24666,b08,1,0,0
24666,b08,2,0,0
24666,b08,3,0,0
24666,b08,4,0,0
24666,b08,5,0,0
24666,b08,6,0,0
24666,b09,1,0,0
24666,b09,2,0,0
24666,b09,3,0,0
24666,b09,4,0,0
24666,b09,5,0,0
24666,b09,6,0,0
24666,b10,1,0,0
24666,b10,2,0,0
24666,b10,3,0,0
24666,b10,4,0,0
24666,b10,5,0,0
24666,b10,6,0,0
24666,b11,1,0,0
24666,b11,2,0,0
24666,b11,3,0,0
24666,b11,4,0,0
24666,b11,5,0,0
24666,b11,6,0,0
24666,b12,1,0,0
24666,b12,2,0,0
24666,b12,3,0,0
24666,b12,4,0,0
24666,b12,5,0,0
24666,b12,6,0,0
24666,b13,1,0,0
24666,b13,2,0,0
24666,b13,3,0,0
24666,b13,4,0,0
24666,b13,5,0,0
24666,b13,6,0,0
24666,b14,1,0,0
24666,b14,2,0,0
24666,b14,3,0,0
24666,b14,4,0,0
24666,b14,5,0,0
24666,b14,6,0,0
24666,b15,1,0,0
24666,b15,2,0,0
24666,b15,3,0,0
24666,b15,4,0,0
24666,b15,5,0,0
24666,b15,6,0,0
24666,b16,1,0,0
24666,b16,2,0,0
24666,b16,3,0,0
24666,b16,4,0,0
24666,b16,5,0,0
24666,b16,6,0,0
24666,b17,1,0,0
24666,b17,2,0,0
24666,b17,3,0,0
24666,b17,4,0,0
24666,b17,5,0,0
24666,b17,6,0,0
24666,b18,1,0,0
24666,b18,2,0,0
24666,b18,3,0,0
24666,b18,4,0,0
24666,b18,5,0,0
24666,b18,6,0,0
24666,b19,1,0,0
24666,b19,2,0,0
24666,b19,3,0,0
24666,b19,4,0,0
24666,b19,5,0,0
24666,b19,6,0,0
24666,b20,1,0,0
24666,b20,2,0,0
24666,b20,3,0,0
24666,b20,4,0,0
24666,b20,5,0,0
24666,b20,6,0,0
24666,b21,1,0,0
24666,b21,2,0,0
24666,b21,3,0,0
24666,b21,4,0,0
24666,b21,5,0,0
24666,b21,6,0,0
24666,b22,1,0,0
24666,b22,2,0,0
24666,b22,3,0,0
24666,b22,4,0,0
24666,b22,5,0,0
24666,b22,6,0,0
24666,b23,1,0,0
24666,b23,2,0,0
24666,b23,3,0,0
24666,b23,4,0,0
24666,b23,5,0,0
24666,b23,6,0,0
24666,b24,1,0,0
24666,b24,2,0,0
24666,b24,3,0,0
24666,b24,4,0,0
24666,b24,5,0,0
24666,b24,6,0,0
24666,c01,1,0,0
24666,c01,2,0,0
24666,c01,3,0,0
24666,c01,4,0,0
24666,c01,5,0,0
24666,c01,6,0,0
24666,c02,1,0,0
24666,c02,2,0,0
24666,c02,3,0,0
24666,c02,4,0,0
24666,c02,5,0,0
24666,c02,6,0,0
24666,c03,1,0,0
24666,c03,2,0,0
24666,c03,3,0,0
24666,c03,4,0,0
24666,c03,5,0,0
24666,c03,6,0,0
24666,c04,1,0,0
24666,c04,2,0,0
24666,c04,3,0,0
24666,c04,4,0,0
24666,c04,5,0,0
24666,c04,6,0,0
24666,c05,1,0,0
24666,c05,2,0,0
24666,c05,3,0,0
24666,c05,4,0,0
24666,c05,5,0,0
24666,c05,6,0,0
24666,c06,1,0,0
24666,c06,2,0,0
24666,c06,3,0,0
24666,c06,4,0,0
24666,c06,5,0,0
24666,c06,6,0,0
24666,c07,1,0,0
24666,c07,2,0,0
24666,c07,3,0,0
24666,c07,4,0,0
24666,c07,5,0,0
24666,c07,6,0,0
24666,c08,1,0,0
24666,c08,2,0,0
24666,c08,3,0,0
24666,c08,4,0,0
24666,c08,5,0,0
24666,c08,6,0,0
24666,c09,1,0,0
24666,c09,2,0,0
24666,c09,3,0,0
24666,c09,4,0,0
24666,c09,5,0,0
24666,c09,6,0,0
24666,c10,1,0,0
24666,c10,2,0,0
24666,c10,3,0,0
24666,c10,4,0,0
24666,c10,5,0,0
24666,c10,6,0,0
24666,c11,1,0,0
24666,c11,2,0,0
24666,c11,3,0,0
24666,c11,4,0,0
24666,c11,5,0,0
24666,c11,6,0,0
24666,c12,1,0,0
24666,c12,2,0,0
24666,c12,3,0,0
24666,c12,4,0,0
24666,c12,5,0,0
24666,c12,6,0,0
24666,c13,1,0,0
24666,c13,2,0,0
24666,c13,3,0,0
24666,c13,4,0,0
24666,c13,5,0,0
24666,c13,6,0,0
24666,c14,1,0,0
24666,c14,2,0,0
24666,c14,3,0,0
24666,c14,4,0,0
24666,c14,5,0,0
24666,c14,6,0,0
24666,c15,1,0,0
24666,c15,2,0,0
24666,c15,3,0,0
24666,c15,4,0,0
24666,c15,5,0,0
24666,c15,6,0,0
24666,c16,1,0,0
24666,c16,2,0,0
24666,c16,3,0,0
24666,c16,4,0,0
24666,c16,5,0,0
24666,c16,6,0,0
24666,c17,1,0,0
24666,c17,2,0,0
24666,c17,3,0,0
24666,c17,4,0,0
24666,c17,5,0,0
24666,c17,6,0,0
24666,c18,1,0,0
24666,c18,2,0,0
24666,c18,3,0,0
24666,c18,4,0,0
24666,c18,5,0,0
24666,c18,6,0,0
24666,c19,1,0,0
24666,c19,2,0,0
24666,c19,3,0,0
24666,c19,4,0,0
24666,c19,5,0,0
24666,c19,6,0,0
24666,c20,1,0,0
24666,c20,2,0,0
24666,c20,3,0,0
24666,c20,4,0,0
24666,c20,5,0,0
24666,c20,6,0,0
24666,c21,1,0,0
24666,c21,2,0,0
24666,c21,3,0,0
24666,c21,4,0,0
24666,c21,5,0,0
24666,c21,6,0,0
24666,c22,1,0,0
24666,c22,2,0,0
24666,c22,3,0,0
24666,c22,4,0,0
24666,c22,5,0,0
24666,c22,6,0,0
24666,c23,1,0,0
24666,c23,2,0,0
24666,c23,3,0,0
24666,c23,4,0,0
24666,c23,5,0,0
24666,c23,6,0,0
24666,c24,1,0,0
24666,c24,2,0,0
24666,c24,3,0,0
24666,c24,4,0,0
24666,c24,5,0,0
24666,c24,6,0,0
24666,d01,1,0,0
24666,d01,2,0,0
24666,d01,3,0,0
24666,d01,4,0,0
24666,d01,5,0,0
24666,d01,6,0,0
24666,d02,1,0,0
24666,d02,2,0,0
24666,d02,3,0,0
24666,d02,4,0,0
24666,d02,5,0,0
24666,d02,6,0,0
24666,d03,1,0,0
24666,d03,2,0,0
24666,d03,3,0,0
24666,d03,4,0,0
24666,d03,5,0,0
24666,d03,6,0,0
24666,d04,1,0,0
24666,d04,2,0,0
24666,d04,3,0,0
24666,d04,4,0,0
24666,d04,5,0,0
24666,d04,6,0,0
24666,d05,1,0,0
24666,d05,2,0,0
24666,d05,3,0,0
24666,d05,4,0,0
24666,d05,5,0,0
24666,d05,6,0,0
24666,d06,1,0,0
24666,d06,2,0,0
24666,d06,3,0,0
24666,d06,4,0,0
24666,d06,5,0,0
24666,d06,6,0,0
24666,d07,1,0,0
24666,d07,2,0,0
24666,d07,3,0,0
24666,d07,4,0,0
24666,d07,5,0,0
24666,d07,6,0,0
24666,d08,1,0,0
24666,d08,2,0,0
24666,d08,3,0,0
24666,d08,4,0,0
24666,d08,5,0,0
24666,d08,6,0,0
24666,d09,1,0,0
24666,d09,2,0,0
24666,d09,3,0,0
24666,d09,4,0,0
24666,d09,5,0,0
24666,d09,6,0,0
24666,d10,1,0,0
24666,d10,2,0,0
24666,d10,3,0,0
24666,d10,4,0,0
24666,d10,5,0,0
24666,d10,6,0,0
24666,d11,1,0,0
24666,d11,2,0,0
24666,d11,3,0,0
24666,d11,4,0,0
24666,d11,5,0,0
24666,d11,6,0,0
24666,d12,1,0,0
24666,d12,2,0,0
24666,d12,3,0,0
24666,d12,4,0,0
24666,d12,5,0,0
24666,d12,6,0,0
24666,d13,1,0,0
24666,d13,2,0,0
24666,d13,3,0,0
24666,d13,4,0,0
24666,d13,5,0,0
24666,d13,6,0,0
24666,d14,1,0,0
24666,d14,2,0,0
24666,d14,3,0,0
24666,d14,4,0,0
24666,d14,5,0,0
24666,d14,6,0,0
24666,d15,1,0,0
24666,d15,2,0,0
24666,d15,3,0,0
24666,d15,4,0,0
24666,d15,5,0,0
24666,d15,6,0,0
24666,d16,1,0,0
24666,d16,2,0,0
24666,d16,3,0,0
24666,d16,4,0,0
24666,d16,5,0,0
24666,d16,6,0,0
24666,d17,1,0,0
24666,d17,2,0,0
24666,d17,3,0,0
24666,d17,4,0,0
24666,d17,5,0,0
24666,d17,6,0,0
24666,d18,1,0,0
24666,d18,2,0,0
24666,d18,3,0,0
24666,d18,4,0,0
24666,d18,5,0,0
24666,d18,6,0,0
24666,d19,1,0,0
24666,d19,2,0,0
24666,d19,3,0,0
24666,d19,4,0,0
24666,d19,5,0,0
24666,d19,6,0,0
24666,d20,1,0,0
24666,d20,2,0,0
24666,d20,3,0,0
24666,d20,4,0,0
24666,d20,5,0,0
24666,d20,6,0,0
24666,d21,1,0,0
24666,d21,2,0,0
24666,d21,3,0,0
24666,d21,4,0,0
24666,d21,5,0,0
24666,d21,6,0,0
24666,d22,1,0,0
24666,d22,2,0,0
24666,d22,3,0,0
24666,d22,4,0,0
24666,d22,5,0,0
24666,d22,6,0,0
24666,d23,1,0,0
24666,d23,2,0,0
24666,d23,3,0,0
24666,d23,4,0,0
24666,d23,5,0,0
24666,d23,6,0,0
24666,d24,1,0,0
24666,d24,2,0,0
24666,d24,3,0,0
24666,d24,4,0,0
24666,d24,5,0,0
24666,d24,6,0,0
24666,e01,1,0,0
24666,e01,2,0,0
24666,e01,3,0,0
24666,e01,4,0,0
24666,e01,5,0,0
24666,e01,6,0,0
24666,e02,1,0,0
24666,e02,2,0,0
24666,e02,3,0,0
24666,e02,4,0,0
24666,e02,5,0,0
24666,e02,6,0,0
24666,e03,1,0,0
24666,e03,2,0,0
24666,e03,3,0,0
24666,e03,4,0,0
24666,e03,5,0,0
24666,e03,6,0,0
24666,e04,1,0,0
24666,e04,2,0,0
24666,e04,3,0,0
24666,e04,4,0,0
24666,e04,5,1,0
24666,e04,6,1,0
24666,e05,1,0,0
24666,e05,2,0,0
24666,e05,3,0,0
24666,e05,4,0,0
24666,e05,5,0,0
24666,e05,6,0,0
24666,e06,1,0,0
24666,e06,2,0,0
24666,e06,3,0,0
24666,e06,4,0,0
24666,e06,5,0,0
24666,e06,6,0,0
24666,e07,1,0,0
24666,e07,2,0,0
24666,e07,3,0,0
24666,e07,4,0,0
24666,e07,5,0,0
24666,e07,6,0,0
24666,e08,1,0,0
24666,e08,2,0,0
24666,e08,3,0,0
24666,e08,4,0,0
24666,e08,5,0,0
24666,e08,6,0,0
24666,e09,1,0,0
24666,e09,2,0,0
24666,e09,3,0,0
24666,e09,4,0,0
24666,e09,5,0,0
24666,e09,6,0,0
24666,e10,1,0,0
24666,e10,2,0,0
24666,e10,3,0,0
24666,e10,4,0,0
24666,e10,5,0,0
24666,e10,6,0,0
24666,e11,1,0,0
24666,e11,2,0,0
24666,e11,3,0,0
24666,e11,4,0,0
24666,e11,5,0,0
24666,e11,6,0,0
24666,e12,1,0,0
24666,e12,2,0,0
24666,e12,3,0,0
24666,e12,4,0,0
24666,e12,5,0,0
24666,e12,6,0,0
24666,e13,1,0,0
24666,e13,2,0,0
24666,e13,3,0,0
24666,e13,4,0,0
24666,e13,5,0,0
24666,e13,6,0,0
24666,e14,1,0,0
24666,e14,2,0,0
24666,e14,3,0,0
24666,e14,4,0,0
24666,e14,5,0,0
24666,e14,6,0,0
24666,e15,1,0,0
24666,e15,2,0,0
24666,e15,3,0,0
24666,e15,4,0,0
24666,e15,5,0,0
24666,e15,6,0,0
24666,e16,1,0,0
24666,e16,2,0,0
24666,e16,3,0,0
24666,e16,4,0,0
24666,e16,5,0,0
24666,e16,6,0,0
24666,e17,1,0,0
24666,e17,2,0,0
24666,e17,3,0,0
24666,e17,4,0,0
24666,e17,5,0,0
24666,e17,6,0,0
24666,e18,1,0,0
24666,e18,2,0,0
24666,e18,3,0,0
24666,e18,4,0,0
24666,e18,5,0,0
24666,e18,6,0,0
24666,e19,1,0,0
24666,e19,2,0,0
24666,e19,3,0,0
24666,e19,4,0,0
24666,e19,5,0,0
24666,e19,6,0,0
24666,e20,1,0,0
24666,e20,2,0,0
24666,e20,3,0,0
24666,e20,4,0,0
24666,e20,5,0,0
24666,e20,6,0,0
24666,e21,1,0,0
24666,e21,2,0,0
24666,e21,3,0,0
24666,e21,4,0,0
24666,e21,5,0,0
24666,e21,6,0,0
24666,e22,1,0,0
24666,e22,2,0,0
24666,e22,3,0,0
24666,e22,4,0,0
24666,e22,5,0,0
24666,e22,6,0,0
24666,e23,1,0,0
24666,e23,2,0,0
24666,e23,3,0,0
24666,e23,4,0,0
24666,e23,5,0,0
24666,e23,6,0,0
24666,e24,1,0,0
24666,e24,2,0,0
24666,e24,3,0,0
24666,e24,4,0,0
24666,e24,5,0,0
24666,e24,6,0,0
24666,f01,1,0,0
24666,f01,2,0,0
24666,f01,3,0,0
24666,f01,4,0,0
24666,f01,5,0,0
24666,f01,6,0,0
24666,f02,1,0,0
24666,f02,2,0,0
24666,f02,3,0,0
24666,f02,4,0,0
24666,f02,5,0,0
24666,f02,6,0,0
24666,f03,1,0,0
24666,f03,2,0,0
24666,f03,3,0,0
24666,f03,4,0,0
24666,f03,5,0,0
24666,f03,6,0,0
24666,f04,1,0,0
24666,f04,2,0,0
24666,f04,3,0,0
24666,f04,4,0,0
24666,f04,5,0,0
24666,f04,6,0,0
24666,f05,1,0,0
24666,f05,2,0,0
24666,f05,3,0,0
24666,f05,4,0,0
24666,f05,5,0,0
24666,f05,6,0,0
24666,f06,1,0,0
24666,f06,2,0,0
24666,f06,3,0,0
24666,f06,4,0,0
24666,f06,5,0,0
24666,f06,6,0,0
24666,f07,1,0,0
24666,f07,2,0,0
24666,f07,3,0,0
24666,f07,4,0,0
24666,f07,5,0,0
24666,f07,6,0,0
24666,f08,1,0,0
